inn,класс,год_дела,стадия,вес,okved,окопф,выручка,автономия,ликвидность,падение_выручки,ча_отрицательные_2года,убыток_2года,флаги
6685088325,выжил,,,9.81767,41.20,12300,271189,0.000784521,1.00174,0.356148,False,False,коэффициент_автономии
6685100131,выжил,,,9.81767,46.31,12300,15261,0.458462,,-0.13676,False,False,
6685132060,выжил,,,9.81767,,12300,19261,0.439738,,-0.473117,False,False,
6685181846,выжил,,,9.81767,49.20,12300,73084,0.312513,1.45457,,False,False,
6685189500,выжил,,,9.81767,23.61,12300,8313,-0.00700701,,,,False,коэффициент_автономии
6686006117,выжил,,,9.81767,,12300,300,-0.077957,0.927681,0.986576,True,False,коэффициент_автономии;падение_выручки;текущая_ликвидность;ча_отрицательные_2года
6686050003,выжил,,,9.81767,,12300,233402,0.570823,2.31675,0.238825,False,False,
6686051529,выжил,,,9.81767,69.10,12300,,-17.6857,,,True,,коэффициент_автономии;ча_отрицательные_2года
6686060555,выжил,,,9.81767,47.29,12300,,0.988443,86.5294,,False,,
6686068339,выжил,,,9.81767,72.20,10000,0,0.0813953,,1,False,True,коэффициент_автономии;падение_выручки;убыток_2года
6714000198,выжил,,,9.81767,01.11.1,12300,,-5.9901,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
6722024379,выжил,,,9.81767,45.31.1,12300,0,0.154762,,1,False,False,падение_выручки
6722031908,выжил,,,9.81767,78.30,12300,100436,0.309789,1.44891,-0.514209,False,False,
6725001228,выжил,,,9.81767,49.31.2,65243,1138,0.966561,27.6588,0.914565,False,False,падение_выручки
6726023489,выжил,,,9.81767,03.22.5,12300,,,,,False,False,
6727029677,выжил,,,9.81767,71.12.1,12300,,1,,,False,,
6729035404,выжил,,,9.81767,46.49.33,12300,,0.994276,,,False,False,
6731068968,выжил,,,9.81767,69.10,12300,0,-1.51515,,1,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
6732013270,выжил,,,9.81767,85.42.1,75500,,1,,,False,,
6732056820,выжил,,,9.81767,46.4,12300,577,0.229268,0.262371,0.265903,False,False,текущая_ликвидность
6732056845,выжил,,,9.81767,41.20,12300,142244,0.853687,,-0.637756,False,False,
6732059074,выжил,,,9.81767,41.2,12300,,1,,,False,,
6732063360,выжил,,,9.81767,46.90,12300,26361,0.697328,,-0.335072,False,False,
6732078790,выжил,,,9.81767,46.46,12300,4261,0.640904,,-4.93454,False,False,
6732079190,выжил,,,9.81767,,12300,2139,0.73494,,0.0505992,False,False,
6732081866,выжил,,,9.81767,01.13.1,20702,,,,,False,,
6732102178,выжил,,,9.81767,41.20,12300,,0.956286,22.8759,,False,,
6732112338,выжил,,,9.81767,46.38,12300,647392,0.199583,1.24873,-0.235417,False,False,
6732129973,выжил,,,9.81767,93.21,12300,,0.240113,,,False,,
6732178353,выжил,,,9.81767,52.29,12300,0,-3.38462,,1,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
6732186820,выжил,,,9.81767,35.11,12300,81008,0.429452,2.99553,-0.501733,False,False,
6732194877,выжил,,,9.81767,73.11,12300,206,0.119266,,0.326797,False,False,
6732200312,выжил,,,9.81767,46.76,12300,365,0.00115785,1.00116,0.739286,False,False,коэффициент_автономии;падение_выручки
6820035851,выжил,,,9.81767,,12300,3092,-0.13204,,0.629123,True,False,коэффициент_автономии;падение_выручки;ча_отрицательные_2года
6820036823,выжил,,,9.81767,41.20,12300,62305,0.0722167,1.05934,-0.221044,False,False,коэффициент_автономии
6829067664,выжил,,,9.81767,45.11.2,12300,791886,0.37263,1.54445,-0.661204,False,False,
6829089354,выжил,,,9.81767,41.2,12300,12419,-0.0515328,,0.308095,True,False,коэффициент_автономии;ча_отрицательные_2года
6829107275,выжил,,,9.81767,46.44,12300,53299,0.129579,0.998146,-0.995545,False,False,текущая_ликвидность
6829118051,выжил,,,9.81767,88.10,71400,,1,,,False,,
6829120413,выжил,,,9.81767,26.60.1,19000,3656,-0.664384,4.83444,-1.34359,True,False,коэффициент_автономии;ча_отрицательные_2года
6829154395,выжил,,,9.81767,68.32,12300,37354,0.0104413,,-6.63885,False,False,коэффициент_автономии
6832030103,выжил,,,9.81767,46.75.1,12267,4.87896e+06,0.219355,1.21234,-0.475783,False,False,
6832034919,выжил,,,9.81767,33.14,12300,2663,0.656371,2.39326,-1.13896,False,False,
6901029422,выжил,,,9.81767,49.42,12300,3451,0.598684,,-1724.5,False,False,
6901058286,выжил,,,9.81767,68.20.2,12300,0,,,1,False,False,падение_выручки
6901078483,выжил,,,9.81767,96.03,12300,4987,0.737342,,0.20208,False,False,
6901080404,выжил,,,9.81767,15.20,12300,28036,0.0989553,1.04237,0.420648,False,False,коэффициент_автономии
6904019260,выжил,,,9.81767,,20102,,,2.82852,,,,
6904043111,выжил,,,9.81767,10.83,12300,,1,,,False,,
6905069024,выжил,,,9.81767,68.20.2,12300,2051,0.975858,27.3684,-0.231832,False,False,
6906013419,выжил,,,9.81767,94.99,20200,,,,,,,
6910003406,выжил,,,9.81767,94.99,20217,4186,,19.8563,-0.228286,,False,
6910020730,выжил,,,9.81767,68.32,20101,,0,,,,,коэффициент_автономии
6911000447,выжил,,,9.81767,72.19,12300,0,1,,,False,False,
6914010884,выжил,,,9.81767,80.10,12300,,1,,,False,,
6914017255,выжил,,,9.81767,26.51.6,12300,7949,0.898345,,-0.279826,False,False,
6915015620,выжил,,,9.81767,,12300,3033,0.980336,23.942,0.0811875,False,False,
6925009672,выжил,,,9.81767,47.2,12300,22314,0.793601,4.84498,0.0195958,False,False,
6933002215,банкрот,2024,Tender,1,52.21.22,12267,59395,0.587125,2.28828,-0.0436288,False,False,
6950025452,выжил,,,9.81767,69.10,20600,,,,,,,
6950084803,выжил,,,9.81767,,12300,7827,0.649236,2.77853,0.107526,False,False,
6950136297,выжил,,,9.81767,62.0,12300,78065,0.971335,,-0.58469,False,False,
6950172337,банкрот,2023,Tender,1,,12300,89792,0.14004,,-0.727633,False,False,
6950179205,выжил,,,9.81767,,12300,,0.111138,,,False,False,
6950185551,выжил,,,9.81767,69.10,12300,0,0.268513,,1,False,False,падение_выручки
6950187157,выжил,,,9.81767,96.02,12300,371,-13.3333,,0.511842,False,False,коэффициент_автономии;падение_выручки
6950187319,выжил,,,9.81767,46.73.6,12300,,0.0020419,,,False,,коэффициент_автономии
6950191481,выжил,,,9.81767,46.69,12300,,-0.519945,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
6950209315,выжил,,,9.81767,69.20,12300,524,0.786364,,0.708727,False,False,падение_выручки
6950233484,выжил,,,9.81767,68.32,20716,,1,,,False,,
6952009375,выжил,,,9.81767,47.78,12300,538,0.757895,,0.980979,False,False,падение_выручки
6952041481,выжил,,,9.81767,68.31,12300,,1,,,False,False,
6952315904,выжил,,,9.81767,,12300,1587,0.40404,,-2.2454,False,False,
6952317884,выжил,,,9.81767,46.73,12300,1155,-0.0134862,,,True,False,коэффициент_автономии;ча_отрицательные_2года
6952320213,выжил,,,9.81767,25.62,12300,,1,,,False,,
7014061574,выжил,,,9.81767,,12300,98459,0.44289,,-0.350048,False,False,
7017030976,выжил,,,9.81767,93.21,12267,120516,0.77324,3.01996,-0.894578,False,False,
7017034152,выжил,,,9.81767,58.13,12300,0,0.339869,,1,False,False,падение_выручки
7017053324,выжил,,,9.81767,73.20.1,12165,1579,0.760259,,0.556585,False,False,падение_выручки
7017227411,выжил,,,9.81767,68.20,12300,5216,0.64337,,-1.92213,False,False,
7017230654,выжил,,,9.81767,52.21.24,20101,,,,,False,,
7017285318,выжил,,,9.81767,49.3,12300,3216,0.769231,4.33333,,False,False,
7017312730,выжил,,,9.81767,41.20,12300,,-21.0435,0.0453649,,False,,коэффициент_автономии;текущая_ликвидность
7017360519,банкрот,2024,Watching,1,70.10.1,12300,12733,0.604878,,,False,False,
7017387172,выжил,,,9.81767,46.90,12300,3391,0.939257,16.4628,0.147562,False,False,
7017415380,выжил,,,9.81767,43.29,12300,94678,0.664045,2.97659,0.230679,False,False,
7017446251,выжил,,,9.81767,46.73,12300,0,0.060241,1.0641,1,False,,коэффициент_автономии;падение_выручки
7017449990,выжил,,,9.81767,41.20,12300,,1,,,False,,
7017474788,выжил,,,9.81767,93.11,12300,,-0.0459662,,,False,True,коэффициент_автономии;убыток_2года
7017485437,выжил,,,9.81767,47.75,12300,,1,,,,,
7017999383,выжил,,,9.81767,93.19,20200,,,,,,,
7024035051,выжил,,,9.81767,70.22,12300,472,0.956618,,0.127542,False,False,
7024039715,выжил,,,9.81767,,12300,7649,0.717489,3.53968,-0.28706,False,False,
7024046455,выжил,,,9.81767,43.39,12300,258,0.012487,,,,False,коэффициент_автономии
7100006383,выжил,,,9.81767,41.20,12300,,1,,,,,
7100006418,выжил,,,9.81767,56.10.1,12300,117640,-4.35927,,,,False,коэффициент_автономии
7100015003,выжил,,,9.81767,69.20,12300,,,,,False,,
7106062546,выжил,,,9.81767,94.99,20200,,,,,False,,
7106080432,выжил,,,9.81767,85.42,71400,17391,,,-0.016245,,False,
7106083465,выжил,,,9.81767,47.26,12300,,1,,,False,,
7106087830,выжил,,,9.81767,56.10.1,12300,16690,0.0140845,0.858571,-0.284834,False,False,коэффициент_автономии;текущая_ликвидность
7106514351,банкрот,2024,Tender,1,46.71,12300,153164,0.116304,1.29417,-0.0786273,False,False,
7106524705,выжил,,,9.81767,73.11,12300,177743,0.128237,,-0.855607,False,False,
7106526974,выжил,,,9.81767,46.6,12300,,1,,,False,,
7107059313,выжил,,,9.81767,69.10,12300,360,0.902439,,0.1,False,False,
7107089646,выжил,,,9.81767,80.10,12300,40866,0.797421,,0.227559,False,False,
7107100963,выжил,,,9.81767,,12300,14485,0.798159,,0.213883,False,False,
7107107239,выжил,,,9.81767,22.29.2,12300,22305,0.583643,2.24928,-0.24248,False,False,
7107120751,выжил,,,9.81767,46.72,12300,163558,0.21139,,-0.600434,False,False,
7107132531,выжил,,,9.81767,46.52,12300,121739,0.221555,,0.0194911,False,True,убыток_2года
7107134546,выжил,,,9.81767,46.74,12300,9233,0.927273,,0.931189,False,False,падение_выручки
7114009909,выжил,,,9.81767,31.09,12300,15329,0.781236,,-0.0958679,False,False,
7115501976,выжил,,,9.81767,68.20.2,19000,7500,0.763658,0.081287,0.372385,False,False,текущая_ликвидность
7116158303,выжил,,,9.81767,68.32.1,12300,13,,,0,True,,ча_отрицательные_2года
7118504397,выжил,,,9.81767,52.21.24,20101,,,,,,,
7129990029,выжил,,,9.81767,87.90,71400,,,,,,,
7130030591,банкрот,2022,ProceedingsFinished,1,46.73,12300,13172,0.00134173,,-62.3269,False,False,коэффициент_автономии
7133027759,выжил,,,9.81767,68.20.1,12300,,1,,,False,,
7148000100,выжил,,,9.81767,43.31,12300,24705,0.777778,,0.00954176,False,False,
7202002268,выжил,,,9.81767,72.19,12300,6323,0.306524,,-0.176153,False,False,
7202102079,выжил,,,9.81767,59.14,19000,72891,9.39161e-05,0.220076,-0.104409,False,,коэффициент_автономии;текущая_ликвидность
7202119160,выжил,,,9.81767,68.20.2,12300,77124,0.578628,1.78827,-2.44365,False,False,
7202124241,выжил,,,9.81767,69.10,20616,,,,,,,
7202137145,выжил,,,9.81767,,20201,0,,10.2075,,,False,
7202173457,выжил,,,9.81767,70.22,20600,,,,,,,
7203175175,выжил,,,9.81767,96.04,12300,,,,,False,,
7203181098,выжил,,,9.81767,46.71.2,12300,1.25731e+06,0.289842,1.4081,-0.447581,False,False,
7203191875,выжил,,,9.81767,68.20,12300,0,0.46776,0.748002,1,False,False,падение_выручки;текущая_ликвидность
7203202742,выжил,,,9.81767,86,12300,2493,0.945205,,-3.92688,False,False,
7203211987,выжил,,,9.81767,71.12.4,12300,152149,0.867854,7.42082,-0.108425,False,False,
7203249540,банкрот,2023,Tender,1,35.12.2,12300,55559,-0.852182,,-0.366765,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7203346310,выжил,,,9.81767,43.12,12300,1101,0.988679,,0.542774,False,False,падение_выручки
7203371204,банкрот,2023,Tender,1,46.71,12300,,1,,,False,,
7203407891,банкрот,2022,ProceedingsStopped,1,46.71,12300,256434,0.0314169,1.05709,0.552136,False,False,коэффициент_автономии;падение_выручки
7203408969,выжил,,,9.81767,46.73,12300,,0.127524,1.1726,,False,,
7203428845,выжил,,,9.81767,31.01,12300,6499,0.0227201,0.620135,-2.02842,False,False,коэффициент_автономии;текущая_ликвидность
7203460849,выжил,,,9.81767,,12300,6069,-0.828104,,-0.133122,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7203488241,выжил,,,9.81767,49.42,12300,1681,0.121118,,-3.07022,False,False,
7203515311,банкрот,2023,Tender,1,46.73,12300,1.63148e+06,0.00515499,1.1313,,False,False,коэффициент_автономии
7203527733,выжил,,,9.81767,81.30,12300,,1,,,False,,
7203528737,выжил,,,9.81767,46.73,12300,,1,,,False,,
7204105156,выжил,,,9.81767,47.51.1,12300,30114,0.492761,,0.08878,False,False,
7204163888,выжил,,,9.81767,47.22,12300,,1,,,False,,
7204180481,выжил,,,9.81767,46.3,12300,0,1,,1,False,True,падение_выручки;убыток_2года
7204193040,выжил,,,9.81767,45.20,12300,13140,-0.336954,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
7205015177,выжил,,,9.81767,47.11,12300,14746,0.887097,,-18.6876,False,False,
7205029878,выжил,,,9.81767,85.41.9,12300,3290,0.518471,,0.0452699,False,False,
7206049309,выжил,,,9.81767,33.14,12300,,0.842536,,,False,False,
7207018511,выжил,,,9.81767,96.02,12300,0,,,,False,False,
7207019113,выжил,,,9.81767,90.04,71400,73,,,,,False,
7224026777,выжил,,,9.81767,45.31,12300,,-16.7179,,,True,True,коэффициент_автономии;убыток_2года;ча_отрицательные_2года
